filename,duration_sec,sample_rate,total_peaks,adaptive_height,adaptive_prominence,adaptive_distance,mean_rr_ms,rmssd_ms,pnn50_percent,sdnn_ms,sdsd_ms,sd1_ms,sd2_ms,sd1_sd2_ratio,vlf_power_ms2,lf_power_ms2,hf_power_ms2,total_power_ms2,lf_hf_ratio,status
synthetic_ecg_001.edf,300.0,256.0,290,0.29205767910276953,0.17523460746166172,64,1026.4381487889273,42.28764958087234,26.89655172413793,33.442784168571656,24.565675373024014,29.901883779075295,36.643102657307935,0.816030347067562,8.534644315592612,407.39132427146177,578.2568306792145,994.182799266269,0.7045162333715005,success
synthetic_ecg_002.edf,300.0,256.0,288,0.2919737544823377,0.1751842526894026,64,1035.3059668989547,55.331979977425775,39.23611111111111,40.1738875452128,33.40190189999426,39.125618258516035,41.19549097752914,0.9497548719557158,27.866684805274165,420.14628948803755,749.1298705075745,1197.1428448008862,0.5608457305318323,success
synthetic_ecg_003.edf,300.0,256.0,297,0.30011444266422527,0.18006866559853515,64,1001.8607474662163,44.69518960893919,26.936026936026934,32.93258461161305,27.84733513635875,31.604271658899414,34.209359411023655,0.9238486836066045,24.070793337685213,307.66696432616885,497.8797868152892,829.6175444791432,0.6179543184393459,success
synthetic_ecg_004.edf,300.0,256.0,285,0.2981002517738613,0.17886015106431677,64,1043.8627860915492,36.86757955411049,18.596491228070175,28.06109160431677,21.782073919106566,26.06931550864604,29.920570064127805,0.8712840514994369,14.468194644960274,164.56313045313127,449.2923232987899,628.3236483968815,0.36627185001710555,success
synthetic_ecg_005.edf,300.0,256.0,304,0.29826810101472495,0.17896086060883495,64,978.7541254125413,65.12709998949914,43.75,46.71012826044422,38.72454935772918,46.05181404158917,47.35929251681438,0.9723923562675476,56.935143948006086,588.7863497906031,851.4488087056575,1497.1703024442668,0.6915111557741862,success
synthetic_ecg_006.edf,300.0,256.0,293,0.29851987487602044,0.17911192492561226,64,1018.461044520548,51.502038285042275,36.177474402730375,36.99710603684474,30.081319608709467,36.41744051628258,37.56782847658468,0.9693783748768148,24.953279822785657,320.95480173209575,625.133443484984,971.0415250398654,0.5134180630984034,success
synthetic_ecg_007.edf,300.0,256.0,290,0.292309452964065,0.175385671778439,64,1026.0867214532873,54.08888881463586,36.55172413793103,40.98271912412749,32.6415155734066,38.246620067674215,43.54724545838956,0.8782787445010679,17.304869112086465,500.33066235331455,945.4979287121134,1463.1334601775145,0.5291716112322188,success
synthetic_ecg_008.edf,300.0,256.0,313,0.2877775234607462,0.1726665140764477,64,957.1564503205128,68.49533949276916,46.96485623003195,49.49178679202539,41.52427769836136,48.433519035011805,50.527894806925666,0.9585501082141504,38.937994864034096,507.5907676012775,1272.3327149258448,1818.8614773911563,0.3989449942194258,success
synthetic_ecg_009.edf,300.0,256.0,305,0.303219653620203,0.18193179217212177,64,971.8981291118421,75.74001123516452,51.80327868852459,54.572987087736,45.70798038995173,53.55627555153012,55.571100298671226,0.9637432993712151,55.964953010312314,524.7850202903812,1513.741399657911,2094.4913729586046,0.3466807609337876,success
synthetic_ecg_010.edf,300.0,256.0,287,0.29575036240177005,0.177450217441062,64,1038.9805506993007,61.70859968165744,42.857142857142854,45.946274195497715,37.73692119946693,43.634569292426,48.1471140107088,0.9062759043609733,61.41376180903846,492.1981806220539,895.8248830379395,1449.4368254690316,0.549435709971464,success
synthetic_ecg_011.edf,300.0,256.0,287,0.31043717097734036,0.18626230258640422,64,1041.9307255244755,73.95063529402067,52.613240418118465,54.80866716528041,43.08637669088724,52.29099568945525,57.21566011743941,0.9139280326771391,89.5698567007333,746.8156667982595,1232.7554928300933,2069.141016329086,0.6058100500398181,success
synthetic_ecg_012.edf,300.0,256.0,287,0.29709315632867933,0.1782558937972076,64,1038.051791958042,66.68342245915568,47.73519163763066,48.85969546646668,39.227556404329086,47.1523002135963,50.50940770508615,0.9335350057737501,40.62790934451319,680.6503887620524,1084.9228475294299,1806.2011456359955,0.627372158593599,success
synthetic_ecg_013.edf,300.0,256.0,306,0.29885557335774776,0.17931334401464866,64,971.5676229508197,49.669458118373115,35.62091503267974,38.7265256204533,28.889746091178946,35.12161065336284,42.02332731206373,0.8357646312142544,54.17195439783322,326.79051030241675,721.3884640916674,1102.3509287919173,0.4530021293227822,success
synthetic_ecg_014.edf,300.0,256.0,292,0.28953994048981463,0.17372396429388878,64,1023.1153350515464,37.01247841915546,22.26027397260274,28.136615906151267,21.625278344650816,26.17177447870557,29.972929952481202,0.8731803837728928,8.424408070220492,194.41480048345636,443.2757835063221,646.1149920599989,0.4385865587910772,success
synthetic_ecg_015.edf,300.0,256.0,306,0.3021286335545892,0.1812771801327535,64,976.6009221311475,72.91525167751048,49.673202614379086,50.51117178982173,45.40011183089877,51.558868913091445,49.44127817486535,1.042830420579673,52.56314689767713,505.327489108294,1146.924225948754,1704.814861954725,0.4405936134885276,success
synthetic_ecg_016.edf,300.0,256.0,289,0.29214160372320136,0.17528496223392082,64,1037.109375,78.75501362818476,53.63321799307958,57.096971969918954,47.840881569187985,55.6882041889284,58.47180799735577,0.9523940869324026,48.87234938207195,928.2067589286312,1317.5010609953017,2294.580169306005,0.7045206917916411,success
synthetic_ecg_017.edf,300.0,256.0,304,0.29608606088349737,0.1776516365300984,64,983.1244843234324,69.52046548368243,52.63157894736842,54.45508278241219,39.12904148795562,49.15839257475716,59.280389009728914,0.8292521927730507,74.9046747202674,848.557654050709,1167.64115899111,2091.1034877620864,0.7267281112151766,success
synthetic_ecg_018.edf,300.0,256.0,319,0.3007858396276799,0.18047150377660795,64,935.9645243710692,70.20562329396306,47.96238244514107,52.051119555001094,41.52124102938445,49.64287230858952,54.35276738870901,0.913345809120698,79.91977834783096,682.4407339396585,1192.555478800689,1954.9159910881783,0.5722507221433129,success
synthetic_ecg_019.edf,300.0,256.0,297,0.3004501411459526,0.18027008468757155,64,1004.7772381756756,43.132152709147405,23.905723905723907,31.031815613157608,26.149366895475985,30.499037667811844,31.555599532181585,0.966517452368724,19.195093274563302,229.00934462649198,489.6995377158865,737.9039756169418,0.467652768664361,success
synthetic_ecg_020.edf,300.0,256.0,291,0.30036621652552076,0.18021972991531246,64,1028.2866379310344,57.818636866837956,38.144329896907216,40.894992631356615,36.78740754181259,40.88395020750363,40.90603207435044,0.9994601806695239,21.50141200632605,302.3344338027809,957.6126503864663,1281.4484961955732,0.31571683360779224,success
synthetic_ecg_021.edf,300.0,256.0,292,0.302716105897612,0.1816296635385672,64,1025.0080541237114,45.84675017508198,28.424657534246577,35.424591590482,26.83832483955858,32.418547944166,38.19477880413377,0.848769097745302,16.0701505645309,390.6122888701766,503.1630912301137,909.8455306648211,0.7763134770382755,success
synthetic_ecg_022.edf,300.0,256.0,306,0.29776455329213397,0.17865873197528037,64,975.6531762295082,68.61990707643263,48.03921568627451,52.54198204227946,40.67122466736748,48.521601618136266,56.27587342967952,0.8622096586162676,53.25361469796398,764.7279821120181,1285.7974753614076,2103.7790721713895,0.5947499483906445,success
synthetic_ecg_023.edf,300.0,256.0,288,0.2942397192339971,0.17654383154039827,64,1035.972887630662,49.95717168412369,36.45833333333333,36.290888337115526,29.323299320663807,35.32505486674444,37.23167537535036,0.9487903649410248,13.364013988138732,336.53012787599806,620.2303327532173,970.124474617354,0.5425889546261511,success
synthetic_ecg_024.edf,300.0,256.0,301,0.2959182116426337,0.17755092698558023,64,993.2942708333334,72.14945282940666,51.82724252491694,51.87389574634207,44.491999717646316,51.01736735457238,52.716509254818305,0.9677683153861212,42.12876202433624,746.83898814165,991.0139211188003,1779.9816712847864,0.7536109959974223,success
synthetic_ecg_025.edf,300.0,256.0,320,0.2990234225986114,0.17941405355916684,64,935.78565830721,40.45818834369201,22.8125,31.816490738736153,22.131519651756488,28.60825933234715,34.72960788476223,0.823742652876284,11.58065456833317,287.38371003902216,549.9874072479523,848.9517718553077,0.5225278001855417,success
synthetic_ecg_026.edf,300.0,256.0,315,0.29012741283283744,0.17407644769970246,64,948.8082205414013,35.31880792708858,15.873015873015872,27.238833986611976,21.12518976152699,24.97416858866952,29.329150298041842,0.8515135397678711,12.952337582477288,218.6482771824364,342.3838247102109,573.9844394751246,0.638605744203884,success
synthetic_ecg_027.edf,300.0,256.0,308,0.2981002517738613,0.17886015106431677,64,971.6383346905537,68.79112749711511,48.37662337662338,51.04332408714135,41.29206995732103,48.64267273867846,53.336031503737836,0.9120039749352095,60.459996032348805,617.7325359637305,1122.3996261693717,1800.592158165451,0.5503677313863554,success
