time_s	ecg_mV
0.0	1.1201448949168493
0.00390625	1.0785021327384543
0.0078125	0.9701690471663161
0.01171875	0.8147701145079382
0.015625	0.6333861417145573
0.01953125	0.44727096524491167
0.0234375	0.2773659541635717
0.02734375	0.13664174624569828
0.03125	0.02992269907171736
0.03515625	-0.04102210807560335
0.0390625	-0.07734691430952832
0.04296875	-0.08312927713935289
0.046875	-0.06537007247040441
0.05078125	-0.03344754340706937
0.0546875	0.004868567448435484
0.05859375	0.04362325006831466
0.0625	0.07845016747827573
0.06640625	0.10662169248700719
0.0703125	0.12704890768617783
0.07421875	0.14028160545043675
0.078125	0.1485082879374142
0.08203125	0.15451938743954075
0.0859375	0.1588925382744512
0.08984375	0.16226509349262713
0.09375	0.16517781428578637
0.09765625	0.16805112650812332
0.1015625	0.17118512094025065
0.10546875	0.17475997832467977
0.109375	0.17883683334324416
0.11328125	0.1833567287243045
0.1171875	0.18827669470730907
0.12109375	0.19371297155471068
0.125	0.19971710593316633
0.12890625	0.2063322677207518
0.1328125	0.21359358499116754
0.13671875	0.22152814401373883
0.140625	0.23015498925341518
0.14453125	0.23948512337077107
0.1484375	0.24952150722200547
0.15234375	0.26025905985894204
0.15625	0.2716846585290291
0.16015625	0.2837771386753395
0.1640625	0.2965072939365709
0.16796875	0.30987269725681604
0.171875	0.32395181073364293
0.17578125	0.3386003658765122
0.1796875	0.35365106068522495
0.18359375	0.3689420416517643
0.1875	0.3843169037602947
0.19140625	0.3996246904871623
0.1953125	0.4147198938008949
0.19921875	0.42946245416220186
0.203125	0.4437177587234412
0.20703125	0.45735628711107595
0.2109375	0.4702535225260695
0.21484375	0.48229047779971057
0.21875	0.49335361466647654
0.22265625	0.5033348433530264
0.2265625	0.5121315225782008
0.23046875	0.5196464595530219
0.234375	0.5257879099806934
0.23828125	0.530469578056601
0.2421875	0.5336106164683118
0.24609375	0.5351356263955742
0.25	0.5349746575103187
0.25390625	0.5330632079766573
0.2578125	0.5292365346827127
0.26171875	0.5234245595417031
0.265625	0.515832473078416
0.26953125	0.5066604263819893
0.2734375	0.4961003909332779
0.27734375	0.4843361586048525
0.28125	0.47154334166100054
0.28515625	0.45788937275772607
0.2890625	0.4435335049427489
0.29296875	0.42862681165550587
0.296875	0.4133121867271501
0.30078125	0.39772434438055065
0.3046875	0.3819898285765515
0.30859375	0.3662278628891736
0.3125	0.3505510308242648
0.31640625	0.33506389637306866
0.3203125	0.31986284391854525
0.32421875	0.30503607823537066
0.328125	0.29066362448993777
0.33203125	0.27681732824035565
0.3359375	0.26356085543644997
0.33984375	0.25094969241976267
0.34375	0.2390311459235522
0.34765625	0.22784434307279328
0.3515625	0.2174202313841771
0.35546875	0.2077815787661113
0.359375	0.19894297351872012
0.36328125	0.19091082433384365
0.3671875	0.1836833602950384
0.37109375	0.17725677562639278
0.375	0.17159971226435125
0.37890625	0.1666612961829555
0.3828125	0.16239275284263202
0.38671875	0.15874743099071204
0.390625	0.15568080266143086
0.39453125	0.15315046317592854
0.3984375	0.15111613114224892
0.40234375	0.14953964845534076
0.40625	0.1483849196908989
0.41015625	0.14761511189214005
0.4140625	0.14719091852130556
0.41796875	0.14707447747324826
0.421875	0.1472300458553214
0.42578125	0.14762400406178341
0.4296875	0.14822485577379643
0.43359375	0.14900322795942764
0.4375	0.1499318708736479
0.44140625	0.15098565805833303
0.4453125	0.15214158634226282
0.44921875	0.15337877584112203
0.453125	0.15467846995749868
0.45703125	0.15602403538088652
