time_s	ecg_mV
0.0	1.1011575843117223
0.00390625	1.0614303863276633
0.0078125	0.9574969589282724
0.01171875	0.8071590660970246
0.015625	0.6294183406849746
0.01953125	0.44252516715196866
0.0234375	0.2639786815666435
0.02734375	0.10959442478975923
0.03125	-0.013427507341621625
0.03515625	-0.10322679131758433
0.0390625	-0.15995149482060697
0.04296875	-0.1857498189627939
0.046875	-0.18477009828587473
0.05078125	-0.1631608007612061
0.0546875	-0.12906683051315443
0.05859375	-0.09071182101339903
0.0625	-0.052741973627274674
0.06640625	-0.018374224809521
0.0703125	0.010249666646720335
0.07421875	0.03206311960990538
0.078125	0.04707473061008849
0.08203125	0.05636827383892168
0.0859375	0.06210270114965516
0.08984375	0.06648510229417504
0.09375	0.06976764036788297
0.09765625	0.07237853663676497
0.1015625	0.07468148326649016
0.10546875	0.07696478915294408
0.109375	0.07944137992222944
0.11328125	0.08224879793066509
0.1171875	0.08544920226478686
0.12109375	0.08902936874134709
0.125	0.09292736415749714
0.12890625	0.0972132115463849
0.1328125	0.10194664866460601
0.13671875	0.10717145969217645
0.140625	0.11292653380609097
0.14453125	0.1192458651803221
0.1484375	0.12615855298582201
0.15234375	0.13368880139052075
0.15625	0.14185591955932708
0.16015625	0.1506743216541283
0.1640625	0.16015352683379025
0.16796875	0.17029815925415726
0.171875	0.18110794806805253
0.17578125	0.19257772742527746
0.1796875	0.20469743647261207
0.18359375	0.21748969903401916
0.1875	0.23097550548819867
0.19140625	0.2450522353514223
0.1953125	0.2596129659537276
0.19921875	0.27455050449940455
0.203125	0.289757388066995
0.20703125	0.30512588360929327
0.2109375	0.32054798795334527
0.21484375	0.3359154278004498
0.21875	0.3511196597261568
0.22265625	0.36605187018026897
0.2265625	0.3806029754868413
0.23046875	0.39466362184418025
0.234375	0.4081241853248452
0.23828125	0.4208747718756469
0.2421875	0.43280521731764887
0.24609375	0.4438050873461661
0.25	0.4537636775307661
0.25390625	0.4625700133152685
0.2578125	0.47011285001774505
0.26171875	0.47628067283051956
0.265625	0.480961696820168
0.26953125	0.48404386692751833
0.2734375	0.4854209213698547
0.27734375	0.4850954507937971
0.28125	0.4831310539226088
0.28515625	0.4795957542056283
0.2890625	0.47456188215102457
0.29296875	0.46810607532579807
0.296875	0.46030927835578006
0.30078125	0.4512567429256331
0.3046875	0.44103802777885115
0.30859375	0.429746998717759
0.3125	0.4174818286035126
0.31640625	0.4043449973560992
0.3203125	0.39044329195433725
0.32421875	0.37588780643587627
0.328125	0.3607939418971967
0.33203125	0.3452814064936105
